hbresname,discharge_fin_yr_end,sex,age_grp,stays,rate,hb_code
NHS Forth Valley,2019,Both Sexes,15-24,22,59.67,S08000019
NHS Grampian,2019,Both Sexes,15-24,35,53.04,S08000020
NHS Greater Glasgow & Clyde,2019,Both Sexes,15-24,151,103.41,S08000021
NHS Highland,2019,Both Sexes,15-24,35,104.84,S08000022
NHS Lanarkshire,2019,Both Sexes,15-24,67,89.69,S08000023
NHS Lothian,2019,Both Sexes,15-24,109,98.58,S08000024
NHS Shetland,2019,Both Sexes,15-24,2,81.8,S08000026
NHS Tayside,2019,Both Sexes,15-24,36,72.06,S08000030
NHS Western Isles,2019,Both Sexes,15-24,3,122.75,S08000028
Other,2019,Both Sexes,15-24,8,-,Other
NHS Scotland,2019,Both Sexes,15-24,659,103.75,NHS Scotland
NHS Ayrshire & Arran,2019,Both Sexes,25-34,81,202.4,S08000015
NHS Borders,2019,Both Sexes,25-34,5,47.65,S08000016
NHS Dumfries & Galloway,2019,Both Sexes,25-34,16,107.56,S08000017
NHS Fife,2019,Both Sexes,25-34,74,170.87,S08000029
NHS Forth Valley,2019,Both Sexes,25-34,18,49.21,S08000019
NHS Grampian,2019,Both Sexes,25-34,56,67.14,S08000020
NHS Greater Glasgow & Clyde,2019,Both Sexes,25-34,185,97.06,S08000021
NHS Highland,2019,Both Sexes,25-34,57,169.48,S08000022
NHS Lanarkshire,2019,Both Sexes,25-34,91,114.42,S08000023
NHS Lothian,2019,Both Sexes,25-34,137,91.95,S08000024
NHS Orkney,2019,Both Sexes,25-34,1,40.75,S08000025
NHS Tayside,2019,Both Sexes,25-34,44,80.6,S08000030
NHS Western Isles,2019,Both Sexes,25-34,1,41.2,S08000028
Other,2019,Both Sexes,25-34,2,-,Other
NHS Scotland,2019,Both Sexes,25-34,768,103.28,NHS Scotland
NHS Ayrshire & Arran,2019,Both Sexes,35-44,65,163.44,S08000015
NHS Borders,2019,Both Sexes,35-44,4,33.81,S08000016
NHS Dumfries & Galloway,2019,Both Sexes,35-44,19,130.97,S08000017
NHS Fife,2019,Both Sexes,35-44,118,271.67,S08000029
NHS Forth Valley,2019,Both Sexes,35-44,38,102.22,S08000019
NHS Grampian,2019,Both Sexes,35-44,40,52.38,S08000020
NHS Greater Glasgow & Clyde,2019,Both Sexes,35-44,156,105.83,S08000021
NHS Highland,2019,Both Sexes,35-44,35,97.74,S08000022
NHS Lanarkshire,2019,Both Sexes,35-44,105,126.14,S08000023
NHS Lothian,2019,Both Sexes,35-44,109,89.72,S08000024
NHS Orkney,2019,Both Sexes,35-44,1,41.79,S08000025
NHS Tayside,2019,Both Sexes,35-44,47,101.44,S08000030
NHS Western Isles,2019,Both Sexes,35-44,1,33.49,S08000028
Other,2019,Both Sexes,35-44,5,-,Other
NHS Scotland,2019,Both Sexes,35-44,743,111.64,NHS Scotland
NHS Ayrshire & Arran,2019,Both Sexes,45-54,78,141.66,S08000015
NHS Borders,2019,Both Sexes,45-54,11,62.05,S08000016
NHS Dumfries & Galloway,2019,Both Sexes,45-54,14,64.3,S08000017
NHS Fife,2019,Both Sexes,45-54,82,151.68,S08000029
NHS Forth Valley,2019,Both Sexes,45-54,42,89.28,S08000019
NHS Grampian,2019,Both Sexes,45-54,52,62.64,S08000020
NHS Greater Glasgow & Clyde,2019,Both Sexes,45-54,189,116.41,S08000021
NHS Highland,2019,Both Sexes,45-54,41,85.77,S08000022
NHS Lanarkshire,2019,Both Sexes,45-54,116,115.57,S08000023
NHS Lothian,2019,Both Sexes,45-54,135,110.77,S08000024
NHS Orkney,2019,Both Sexes,45-54,15,448.43,S08000025
NHS Shetland,2019,Both Sexes,45-54,5,147.28,S08000026
NHS Tayside,2019,Both Sexes,45-54,51,89.3,S08000030
NHS Western Isles,2019,Both Sexes,45-54,5,123.27,S08000028
Other,2019,Both Sexes,45-54,14,-,Other
NHS Scotland,2019,Both Sexes,45-54,850,109.12,NHS Scotland
NHS Ayrshire & Arran,2019,Both Sexes,55-64,68,125.87,S08000015
NHS Borders,2019,Both Sexes,55-64,10,56.09,S08000016
NHS Dumfries & Galloway,2019,Both Sexes,55-64,17,73.95,S08000017
NHS Fife,2019,Both Sexes,55-64,237,468.34,S08000029
NHS Forth Valley,2019,Both Sexes,55-64,30,73.72,S08000019
NHS Grampian,2019,Both Sexes,55-64,50,66.07,S08000020
NHS Greater Glasgow & Clyde,2019,Both Sexes,55-64,196,131.17,S08000021
NHS Highland,2019,Both Sexes,55-64,48,99.64,S08000022
NHS Lanarkshire,2019,Both Sexes,55-64,113,124.29,S08000023
NHS Lothian,2019,Both Sexes,55-64,137,129.31,S08000024
NHS Orkney,2019,Both Sexes,55-64,9,270.84,S08000025
NHS Tayside,2019,Both Sexes,55-64,37,65.92,S08000030
NHS Western Isles,2019,Both Sexes,55-64,8,197.48,S08000028
Other,2019,Both Sexes,55-64,7,-,Other
NHS Scotland,2019,Both Sexes,55-64,967,133.75,NHS Scotland
NHS Ayrshire & Arran,2019,Both Sexes,65-74,33,70.67,S08000015
NHS Borders,2019,Both Sexes,65-74,9,56.74,S08000016
NHS Dumfries & Galloway,2019,Both Sexes,65-74,16,76.77,S08000017
NHS Fife,2019,Both Sexes,65-74,76,177.42,S08000029
NHS Forth Valley,2019,Both Sexes,65-74,22,66.72,S08000019
NHS Grampian,2019,Both Sexes,65-74,33,55.61,S08000020
NHS Greater Glasgow & Clyde,2019,Both Sexes,65-74,112,106.49,S08000021
NHS Highland,2019,Both Sexes,65-74,36,86.3,S08000022
NHS Lanarkshire,2019,Both Sexes,65-74,77,113.51,S08000023
NHS Lothian,2019,Both Sexes,65-74,69,85.03,S08000024
NHS Shetland,2019,Both Sexes,65-74,1,38.62,S08000026
NHS Tayside,2019,Both Sexes,65-74,17,35.56,S08000030
NHS Western Isles,2019,Both Sexes,65-74,5,136.43,S08000028
Other,2019,Both Sexes,65-74,10,-,Other
NHS Scotland,2019,Both Sexes,65-74,516,90.31,NHS Scotland
NHS Ayrshire & Arran,2019,Both Sexes,65+,69,83.32,S08000015
NHS Borders,2019,Both Sexes,65+,15,53.38,S08000016
NHS Dumfries & Galloway,2019,Both Sexes,65+,26,68.64,S08000017
NHS Fife,2019,Both Sexes,65+,106,140.23,S08000029
NHS Forth Valley,2019,Both Sexes,65+,41,70.4,S08000019
NHS Grampian,2019,Both Sexes,65+,67,63.35,S08000020
NHS Greater Glasgow & Clyde,2019,Both Sexes,65+,238,123.11,S08000021
NHS Highland,2019,Both Sexes,65+,66,89.24,S08000022
NHS Lanarkshire,2019,Both Sexes,65+,124,103.94,S08000023
NHS Lothian,2019,Both Sexes,65+,132,90.37,S08000024
NHS Orkney,2019,Both Sexes,65+,3,57.32,S08000025
NHS Shetland,2019,Both Sexes,65+,4,87.82,S08000026
NHS Tayside,2019,Both Sexes,65+,38,42.95,S08000030
NHS Western Isles,2019,Both Sexes,65+,7,102.56,S08000028
Other,2019,Both Sexes,65+,19,-,Other
NHS Scotland,2019,Both Sexes,65+,955,93.07,NHS Scotland
NHS Ayrshire & Arran,2019,Both Sexes,75-84,28,104.94,S08000015
NHS Borders,2019,Both Sexes,75-84,5,55.32,S08000016
NHS Dumfries & Galloway,2019,Both Sexes,75-84,8,63.69,S08000017
NHS Fife,2019,Both Sexes,75-84,23,95.67,S08000029
NHS Forth Valley,2019,Both Sexes,75-84,12,63.58,S08000019
NHS Grampian,2019,Both Sexes,75-84,26,77.31,S08000020
NHS Greater Glasgow & Clyde,2019,Both Sexes,75-84,95,149.79,S08000021
NHS Highland,2019,Both Sexes,75-84,12,50.78,S08000022
NHS Lanarkshire,2019,Both Sexes,75-84,36,93.29,S08000023
NHS Lothian,2019,Both Sexes,75-84,46,98.91,S08000024
NHS Orkney,2019,Both Sexes,75-84,3,170.55,S08000025
NHS Shetland,2019,Both Sexes,75-84,2,134.05,S08000026
NHS Tayside,2019,Both Sexes,75-84,11,38.11,S08000030
NHS Western Isles,2019,Both Sexes,75-84,2,88.34,S08000028
Other,2019,Both Sexes,75-84,7,-,Other
NHS Scotland,2019,Both Sexes,75-84,316,95.36,NHS Scotland
NHS Ayrshire & Arran,2019,Both Sexes,75+,36,99.68,S08000015
NHS Borders,2019,Both Sexes,75+,6,49.02,S08000016
NHS Dumfries & Galloway,2019,Both Sexes,75+,10,58.69,S08000017
NHS Fife,2019,Both Sexes,75+,30,91.59,S08000029
NHS Forth Valley,2019,Both Sexes,75+,19,75.21,S08000019
NHS Grampian,2019,Both Sexes,75+,34,73.26,S08000020
NHS Greater Glasgow & Clyde,2019,Both Sexes,75+,126,142.93,S08000021
NHS Highland,2019,Both Sexes,75+,30,93.05,S08000022
NHS Lanarkshire,2019,Both Sexes,75+,47,91.32,S08000023
NHS Lothian,2019,Both Sexes,75+,63,97.04,S08000024
NHS Orkney,2019,Both Sexes,75+,3,127.93,S08000025
NHS Shetland,2019,Both Sexes,75+,3,152.59,S08000026
NHS Tayside,2019,Both Sexes,75+,21,51.64,S08000030
NHS Western Isles,2019,Both Sexes,75+,2,63.29,S08000028
Other,2019,Both Sexes,75+,9,-,Other
NHS Scotland,2019,Both Sexes,75+,439,96.54,NHS Scotland
NHS Ayrshire & Arran,2019,Both Sexes,85+,8,84.81,S08000015
NHS Borders,2019,Both Sexes,85+,1,31.24,S08000016
NHS Dumfries & Galloway,2019,Both Sexes,85+,2,44.66,S08000017
NHS Fife,2019,Both Sexes,85+,7,80.33,S08000029
NHS Forth Valley,2019,Both Sexes,85+,7,109.6,S08000019
NHS Grampian,2019,Both Sexes,85+,8,62.6,S08000020
NHS Greater Glasgow & Clyde,2019,Both Sexes,85+,31,125.34,S08000021
NHS Highland,2019,Both Sexes,85+,18,209.11,S08000022
NHS Lanarkshire,2019,Both Sexes,85+,11,85.43,S08000023
NHS Lothian,2019,Both Sexes,85+,17,92.32,S08000024
NHS Shetland,2019,Both Sexes,85+,1,210.97,S08000026
NHS Tayside,2019,Both Sexes,85+,10,84.77,S08000030
Other,2019,Both Sexes,85+,2,-,Other
NHS Scotland,2019,Both Sexes,85+,123,99.7,NHS Scotland
NHS Ayrshire & Arran,2019,Both Sexes,All ages,593,160.41,S08000015
NHS Borders,2019,Both Sexes,All ages,71,61.59,S08000016
NHS Dumfries & Galloway,2019,Both Sexes,All ages,166,111.57,S08000017
NHS Fife,2019,Both Sexes,All ages,823,221.29,S08000029
NHS Forth Valley,2019,Both Sexes,All ages,236,77.11,S08000019
NHS Grampian,2019,Both Sexes,All ages,367,62.78,S08000020
NHS Greater Glasgow & Clyde,2019,Both Sexes,All ages,1444,122.9,S08000021
NHS Highland,2019,Both Sexes,All ages,354,110.01,S08000022
NHS Lanarkshire,2019,Both Sexes,All ages,989,150.03,S08000023
NHS Lothian,2019,Both Sexes,All ages,916,102.03,S08000024
NHS Orkney,2019,Both Sexes,All ages,29,130.69,S08000025
NHS Shetland,2019,Both Sexes,All ages,16,69.6,S08000026
NHS Tayside,2019,Both Sexes,All ages,360,86.52,S08000030
NHS Western Isles,2019,Both Sexes,All ages,36,134.18,S08000028
Other,2019,Both Sexes,All ages,61,-,Other
NHS Scotland,2019,Both Sexes,All ages,6461,118.81,NHS Scotland
NHS Ayrshire & Arran,2019,Female,00-14,61,216.4,S08000015
NHS Borders,2019,Female,00-14,6,68.09,S08000016
NHS Dumfries & Galloway,2019,Female,00-14,12,111.4,S08000017
NHS Fife,2019,Female,00-14,41,138.87,S08000029
NHS Forth Valley,2019,Female,00-14,12,49.92,S08000019
NHS Grampian,2019,Female,00-14,26,56.51,S08000020
NHS Greater Glasgow & Clyde,2019,Female,00-14,128,141.21,S08000021
NHS Highland,2019,Female,00-14,31,129.72,S08000022
NHS Lanarkshire,2019,Female,00-14,148,273.21,S08000023
NHS Lothian,2019,Female,00-14,75,107.75,S08000024
NHS Shetland,2019,Female,00-14,1,53.28,S08000026
NHS Tayside,2019,Female,00-14,35,113.01,S08000030
NHS Western Isles,2019,Female,00-14,10,521.1,S08000028
Other,2019,Female,00-14,2,-,Other
NHS Scotland,2019,Female,00-14,588,139.32,NHS Scotland
NHS Ayrshire & Arran,2019,Female,15-24,62,316.37,S08000015
NHS Borders,2019,Female,15-24,5,90.37,S08000016
NHS Dumfries & Galloway,2019,Female,15-24,4,56.51,S08000017
NHS Fife,2019,Female,15-24,86,394.13,S08000029
NHS Forth Valley,2019,Female,15-24,14,77.64,S08000019
NHS Grampian,2019,Female,15-24,24,74.39,S08000020
NHS Greater Glasgow & Clyde,2019,Female,15-24,103,142.4,S08000021
NHS Highland,2019,Female,15-24,28,182.58,S08000022
NHS Lanarkshire,2019,Female,15-24,54,148.42,S08000023
NHS Lothian,2019,Female,15-24,60,106.6,S08000024
NHS Shetland,2019,Female,15-24,2,176.99,S08000026
NHS Tayside,2019,Female,15-24,18,73.33,S08000030
Other,2019,Female,15-24,3,-,Other
NHS Scotland,2019,Female,15-24,463,148.16,NHS Scotland
NHS Ayrshire & Arran,2019,Female,25-34,49,236.17,S08000015
NHS Borders,2019,Female,25-34,4,73.75,S08000016
NHS Dumfries & Galloway,2019,Female,25-34,10,132.03,S08000017
NHS Fife,2019,Female,25-34,61,272.39,S08000029
NHS Forth Valley,2019,Female,25-34,17,90.08,S08000019
NHS Grampian,2019,Female,25-34,46,113.64,S08000020
NHS Greater Glasgow & Clyde,2019,Female,25-34,132,139.35,S08000021
NHS Highland,2019,Female,25-34,50,302.24,S08000022
NHS Lanarkshire,2019,Female,25-34,71,173.52,S08000023
NHS Lothian,2019,Female,25-34,92,120.2,S08000024
NHS Tayside,2019,Female,25-34,34,125.21,S08000030
NHS Western Isles,2019,Female,25-34,1,83.13,S08000028
Other,2019,Female,25-34,1,-,Other
NHS Scotland,2019,Female,25-34,568,151.42,NHS Scotland
NHS Ayrshire & Arran,2019,Female,35-44,51,241.52,S08000015
NHS Borders,2019,Female,35-44,3,48.09,S08000016
NHS Dumfries & Galloway,2019,Female,35-44,15,195.87,S08000017
NHS Fife,2019,Female,35-44,86,384.37,S08000029
NHS Forth Valley,2019,Female,35-44,30,156.4,S08000019
NHS Grampian,2019,Female,35-44,29,76.96,S08000020
NHS Greater Glasgow & Clyde,2019,Female,35-44,120,160.91,S08000021
NHS Highland,2019,Female,35-44,24,130.95,S08000022
NHS Lanarkshire,2019,Female,35-44,77,179.41,S08000023
NHS Lothian,2019,Female,35-44,82,134.1,S08000024
NHS Orkney,2019,Female,35-44,1,79.81,S08000025
NHS Tayside,2019,Female,35-44,40,168.07,S08000030
NHS Western Isles,2019,Female,35-44,1,63.94,S08000028
Other,2019,Female,35-44,4,-,Other
NHS Scotland,2019,Female,35-44,563,165.98,NHS Scotland
NHS Ayrshire & Arran,2019,Female,45-54,61,209.13,S08000015
NHS Borders,2019,Female,45-54,11,119.86,S08000016
NHS Dumfries & Galloway,2019,Female,45-54,8,70.55,S08000017
NHS Fife,2019,Female,45-54,67,240.65,S08000029
NHS Forth Valley,2019,Female,45-54,28,115.83,S08000019
NHS Grampian,2019,Female,45-54,42,100.12,S08000020
NHS Greater Glasgow & Clyde,2019,Female,45-54,145,169.97,S08000021
NHS Highland,2019,Female,45-54,29,116.16,S08000022
NHS Lanarkshire,2019,Female,45-54,73,140.62,S08000023
NHS Lothian,2019,Female,45-54,101,163.22,S08000024
NHS Orkney,2019,Female,45-54,2,116.96,S08000025
NHS Shetland,2019,Female,45-54,2,119.26,S08000026
NHS Tayside,2019,Female,45-54,44,149.49,S08000030
NHS Western Isles,2019,Female,45-54,4,199.2,S08000028
Other,2019,Female,45-54,8,-,Other
NHS Scotland,2019,Female,45-54,625,155.26,NHS Scotland
NHS Ayrshire & Arran,2019,Female,55-64,41,145.47,S08000015
NHS Borders,2019,Female,55-64,6,66.59,S08000016
NHS Dumfries & Galloway,2019,Female,55-64,12,101.15,S08000017
NHS Fife,2019,Female,55-64,127,489.27,S08000029
NHS Forth Valley,2019,Female,55-64,16,76.76,S08000019
NHS Grampian,2019,Female,55-64,35,92.02,S08000020
NHS Greater Glasgow & Clyde,2019,Female,55-64,160,205.16,S08000021
NHS Highland,2019,Female,55-64,30,122.78,S08000022
NHS Lanarkshire,2019,Female,55-64,79,167.01,S08000023
NHS Lothian,2019,Female,55-64,103,190.6,S08000024
NHS Tayside,2019,Female,55-64,29,100.53,S08000030
NHS Western Isles,2019,Female,55-64,3,150.6,S08000028
Other,2019,Female,55-64,6,-,Other
NHS Scotland,2019,Female,55-64,647,174.08,NHS Scotland
NHS Ayrshire & Arran,2019,Female,65-74,25,102.23,S08000015
NHS Borders,2019,Female,65-74,6,73.96,S08000016
NHS Dumfries & Galloway,2019,Female,65-74,8,75.37,S08000017
NHS Fife,2019,Female,65-74,71,316.55,S08000029
NHS Forth Valley,2019,Female,65-74,17,99.41,S08000019
NHS Grampian,2019,Female,65-74,19,62.43,S08000020
NHS Greater Glasgow & Clyde,2019,Female,65-74,70,126.14,S08000021
NHS Highland,2019,Female,65-74,24,112.22,S08000022
NHS Lanarkshire,2019,Female,65-74,59,164.81,S08000023
NHS Lothian,2019,Female,65-74,48,112.2,S08000024
NHS Shetland,2019,Female,65-74,1,79.43,S08000026
NHS Tayside,2019,Female,65-74,7,28.14,S08000030
NHS Western Isles,2019,Female,65-74,2,109.71,S08000028
Other,2019,Female,65-74,9,-,Other
NHS Scotland,2019,Female,65-74,366,122.82,NHS Scotland
NHS Ayrshire & Arran,2019,Female,65+,53,116.61,S08000015
NHS Borders,2019,Female,65+,11,72.92,S08000016
NHS Dumfries & Galloway,2019,Female,65+,16,79.28,S08000017
NHS Fife,2019,Female,65+,92,222.32,S08000029
NHS Forth Valley,2019,Female,65+,31,97.6,S08000019
NHS Grampian,2019,Female,65+,44,76.65,S08000020
NHS Greater Glasgow & Clyde,2019,Female,65+,171,155.95,S08000021
NHS Highland,2019,Female,65+,45,112.53,S08000022
NHS Lanarkshire,2019,Female,65+,95,142.7,S08000023
NHS Lothian,2019,Female,65+,97,119.27,S08000024
NHS Orkney,2019,Female,65+,2,72.86,S08000025
NHS Shetland,2019,Female,65+,4,169.64,S08000026
NHS Tayside,2019,Female,65+,24,49.34,S08000030
NHS Western Isles,2019,Female,65+,4,107.76,S08000028
Other,2019,Female,65+,14,-,Other
NHS Scotland,2019,Female,65+,703,124.15,NHS Scotland
NHS Ayrshire & Arran,2019,Female,75-84,22,147.48,S08000015
NHS Borders,2019,Female,75-84,4,80.96,S08000016
NHS Dumfries & Galloway,2019,Female,75-84,7,103.06,S08000017
NHS Fife,2019,Female,75-84,15,112.39,S08000029
NHS Forth Valley,2019,Female,75-84,9,84.98,S08000019
NHS Grampian,2019,Female,75-84,20,106.76,S08000020
NHS Greater Glasgow & Clyde,2019,Female,75-84,76,203.02,S08000021
NHS Highland,2019,Female,75-84,8,60.91,S08000022
NHS Lanarkshire,2019,Female,75-84,26,116.52,S08000023
NHS Lothian,2019,Female,75-84,34,128.11,S08000024
NHS Orkney,2019,Female,75-84,2,212.54,S08000025
NHS Shetland,2019,Female,75-84,2,250.31,S08000026
NHS Tayside,2019,Female,75-84,8,49.3,S08000030
NHS Western Isles,2019,Female,75-84,2,155.76,S08000028
Other,2019,Female,75-84,3,-,Other
NHS Scotland,2019,Female,75-84,238,126.6,NHS Scotland
NHS Ayrshire & Arran,2019,Female,75+,28,133.36,S08000015
NHS Borders,2019,Female,75+,5,71.71,S08000016
NHS Dumfries & Galloway,2019,Female,75+,8,83.61,S08000017
NHS Fife,2019,Female,75+,21,110.81,S08000029
NHS Forth Valley,2019,Female,75+,14,95.48,S08000019
NHS Grampian,2019,Female,75+,25,92.69,S08000020
NHS Greater Glasgow & Clyde,2019,Female,75+,101,186.49,S08000021
NHS Highland,2019,Female,75+,21,112.89,S08000022
NHS Lanarkshire,2019,Female,75+,36,116.99,S08000023
NHS Lothian,2019,Female,75+,49,127.11,S08000024
NHS Orkney,2019,Female,75+,2,154.08,S08000025
NHS Shetland,2019,Female,75+,3,272.98,S08000026
NHS Tayside,2019,Female,75+,17,71.52,S08000030
NHS Western Isles,2019,Female,75+,2,105.88,S08000028
Other,2019,Female,75+,5,-,Other
NHS Scotland,2019,Female,75+,337,125.62,NHS Scotland
NHS Ayrshire & Arran,2019,Female,85+,6,98.7,S08000015
NHS Borders,2019,Female,85+,1,49.21,S08000016
NHS Dumfries & Galloway,2019,Female,85+,1,36.02,S08000017
NHS Fife,2019,Female,85+,6,107.03,S08000029
NHS Forth Valley,2019,Female,85+,5,122.82,S08000019
NHS Grampian,2019,Female,85+,5,60.69,S08000020
NHS Greater Glasgow & Clyde,2019,Female,85+,25,149.49,S08000021
NHS Highland,2019,Female,85+,13,237.75,S08000022
NHS Lanarkshire,2019,Female,85+,10,118.23,S08000023
NHS Lothian,2019,Female,85+,15,124.9,S08000024
NHS Shetland,2019,Female,85+,1,333.33,S08000026
NHS Tayside,2019,Female,85+,9,119.36,S08000030
Other,2019,Female,85+,2,-,Other
NHS Scotland,2019,Female,85+,99,123.34,NHS Scotland
NHS Ayrshire & Arran,2019,Female,All ages,378,196.41,S08000015
NHS Borders,2019,Female,All ages,46,77.6,S08000016
NHS Dumfries & Galloway,2019,Female,All ages,77,100.69,S08000017
NHS Fife,2019,Female,All ages,560,292.75,S08000029
NHS Forth Valley,2019,Female,All ages,148,94.33,S08000019
NHS Grampian,2019,Female,All ages,246,83.72,S08000020
NHS Greater Glasgow & Clyde,2019,Female,All ages,959,158.45,S08000021
NHS Highland,2019,Female,All ages,237,144.96,S08000022
NHS Lanarkshire,2019,Female,All ages,597,175.5,S08000023
NHS Lothian,2019,Female,All ages,610,132.37,S08000024
NHS Orkney,2019,Female,All ages,5,44.84,S08000025
NHS Shetland,2019,Female,All ages,9,79.81,S08000026
NHS Tayside,2019,Female,All ages,224,104.97,S08000030
NHS Western Isles,2019,Female,All ages,23,169.33,S08000028
Other,2019,Female,All ages,38,-,Other
NHS Scotland,2019,Female,All ages,4157,149.03,NHS Scotland
NHS Ayrshire & Arran,2019,Male,00-14,90,304.37,S08000015
NHS Borders,2019,Male,00-14,15,164.98,S08000016
NHS Dumfries & Galloway,2019,Male,00-14,57,511.62,S08000017
NHS Fife,2019,Male,00-14,65,208.59,S08000029
NHS Forth Valley,2019,Male,00-14,33,129.74,S08000019
NHS Grampian,2019,Male,00-14,41,84.81,S08000020
NHS Greater Glasgow & Clyde,2019,Male,00-14,201,211.12,S08000021
NHS Highland,2019,Male,00-14,41,163.04,S08000022
NHS Lanarkshire,2019,Male,00-14,225,394.99,S08000023
NHS Lothian,2019,Male,00-14,82,111.99,S08000024
NHS Shetland,2019,Male,00-14,4,193.61,S08000026
NHS Tayside,2019,Male,00-14,72,221.43,S08000030
NHS Western Isles,2019,Male,00-14,1,47.13,S08000028
Other,2019,Male,00-14,4,-,Other
NHS Scotland,2019,Male,00-14,931,209.83,NHS Scotland
NHS Ayrshire & Arran,2019,Male,15-24,19,92.11,S08000015
NHS Dumfries & Galloway,2019,Male,15-24,1,12.86,S08000017
NHS Fife,2019,Male,15-24,14,62.47,S08000029
NHS Forth Valley,2019,Male,15-24,8,42.47,S08000019
NHS Grampian,2019,Male,15-24,11,32.61,S08000020
NHS Greater Glasgow & Clyde,2019,Male,15-24,48,65.14,S08000021
NHS Highland,2019,Male,15-24,7,38.79,S08000022
NHS Lanarkshire,2019,Male,15-24,13,33.92,S08000023
NHS Lothian,2019,Male,15-24,49,90.27,S08000024
NHS Tayside,2019,Male,15-24,18,70.84,S08000030
NHS Western Isles,2019,Male,15-24,3,238.28,S08000028
Other,2019,Male,15-24,5,-,Other
NHS Scotland,2019,Male,15-24,196,60.74,NHS Scotland
NHS Ayrshire & Arran,2019,Male,25-34,32,166.04,S08000015
NHS Borders,2019,Male,25-34,1,19.73,S08000016
NHS Dumfries & Galloway,2019,Male,25-34,6,82.17,S08000017
NHS Fife,2019,Male,25-34,13,62.16,S08000029
NHS Forth Valley,2019,Male,25-34,1,5.65,S08000019
NHS Grampian,2019,Male,25-34,10,23.29,S08000020
NHS Greater Glasgow & Clyde,2019,Male,25-34,53,55.28,S08000021
NHS Highland,2019,Male,25-34,7,40.96,S08000022
NHS Lanarkshire,2019,Male,25-34,20,51.79,S08000023
NHS Lothian,2019,Male,25-34,45,62.1,S08000024
NHS Orkney,2019,Male,25-34,1,82.64,S08000025
NHS Tayside,2019,Male,25-34,10,36.45,S08000030
Other,2019,Male,25-34,1,-,Other
NHS Scotland,2019,Male,25-34,200,54.28,NHS Scotland
NHS Ayrshire & Arran,2019,Male,35-44,14,75.05,S08000015
NHS Borders,2019,Male,35-44,1,17.88,S08000016
NHS Dumfries & Galloway,2019,Male,35-44,4,58.4,S08000017
NHS Fife,2019,Male,35-44,32,151.94,S08000029
NHS Forth Valley,2019,Male,35-44,8,44.46,S08000019
NHS Grampian,2019,Male,35-44,11,28.44,S08000020
NHS Greater Glasgow & Clyde,2019,Male,35-44,36,49.43,S08000021
NHS Highland,2019,Male,35-44,11,62.93,S08000022
NHS Lanarkshire,2019,Male,35-44,28,69.44,S08000023
NHS Lothian,2019,Male,35-44,27,44.75,S08000024
NHS Tayside,2019,Male,35-44,7,31.06,S08000030
Other,2019,Male,35-44,1,-,Other
NHS Scotland,2019,Male,35-44,180,55.16,NHS Scotland
NHS Ayrshire & Arran,2019,Male,45-54,17,65.65,S08000015
NHS Dumfries & Galloway,2019,Male,45-54,6,57.51,S08000017
NHS Fife,2019,Male,45-54,15,57.21,S08000029
NHS Forth Valley,2019,Male,45-54,14,61.22,S08000019
NHS Grampian,2019,Male,45-54,10,24.35,S08000020
NHS Greater Glasgow & Clyde,2019,Male,45-54,44,57.11,S08000021
