FeatureCode,DateCode,Measurement,Units,Value,Scottish Health Survey Indicator,Sex
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,8.5,Self-assessed general health: Bad/Very bad,Male
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,6.3,Self-assessed general health: Bad/Very bad,Male
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,7.5,Self-assessed general health: Bad/Very bad,All
S92000003,2017,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,Male
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,6.2,Self-assessed general health: Bad/Very bad,All
S92000003,2009,Percent,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,All
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,10.4,Self-assessed general health: Bad/Very bad,Female
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,6.1,Self-assessed general health: Bad/Very bad,Male
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,9.6,Self-assessed general health: Bad/Very bad,All
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,7.7,Self-assessed general health: Bad/Very bad,Female
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,6.8,Self-assessed general health: Bad/Very bad,Male
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,7.1,Self-assessed general health: Bad/Very bad,All
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,9.6,Self-assessed general health: Bad/Very bad,Male
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,9.1,Self-assessed general health: Bad/Very bad,Male
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,6.6,Self-assessed general health: Bad/Very bad,Male
S92000003,2009,Percent,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,Female
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,6.5,Self-assessed general health: Bad/Very bad,Male
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,8.5,Self-assessed general health: Bad/Very bad,Female
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,7.7,Self-assessed general health: Bad/Very bad,Male
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,5.8,Self-assessed general health: Bad/Very bad,Male
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,9.5,Self-assessed general health: Bad/Very bad,All
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,7.6,Self-assessed general health: Bad/Very bad,All
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,8.2,Self-assessed general health: Bad/Very bad,All
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,6.3,Self-assessed general health: Bad/Very bad,Male
S92000003,2018,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,Male
S92000003,2014,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,All
S92000003,2017,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,Female
S92000003,2019,Percent,Percent Of Adults,10,Self-assessed general health: Bad/Very bad,Female
S92000003,2019,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,Male
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,11.1,Self-assessed general health: Bad/Very bad,Female
S92000003,2008,Percent,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,Male
S92000003,2010,Percent,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,Male
S92000003,2013,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,All
S92000003,2011,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,Female
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,All
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,9.3,Self-assessed general health: Bad/Very bad,All
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,Female
S92000003,2011,Percent,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,All
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,6,Self-assessed general health: Bad/Very bad,Male
S92000003,2018,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,All
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,6.7,Self-assessed general health: Bad/Very bad,All
S92000003,2009,Percent,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,Male
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,8.2,Self-assessed general health: Bad/Very bad,All
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,6.8,Self-assessed general health: Bad/Very bad,All
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,15.3,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,10.1,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,16.8,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2009,Percent,Percent Of Adults,14,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,71.5,Self-assessed general health: Very good/Good,All
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,73.5,Self-assessed general health: Very good/Good,All
S92000003,2009,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,70.3,Self-assessed general health: Very good/Good,All
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,17.7,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,16.1,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2009,Percent,Percent Of Adults,11,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,14,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,15.5,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,21,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,13.9,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2011,Percent,Percent Of Adults,76,Self-assessed general health: Very good/Good,All
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,75.4,Self-assessed general health: Very good/Good,Male
S92000003,2019,Percent,Percent Of Adults,72,Self-assessed general health: Very good/Good,All
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,75.9,Self-assessed general health: Very good/Good,Female
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,79.2,Self-assessed general health: Very good/Good,Male
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,77.1,Self-assessed general health: Very good/Good,All
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,72.8,Self-assessed general health: Very good/Good,Female
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,75.8,Self-assessed general health: Very good/Good,Male
S92000003,2011,Percent,Percent Of Adults,77,Self-assessed general health: Very good/Good,Male
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,75.3,Self-assessed general health: Very good/Good,All
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,77.1,Self-assessed general health: Very good/Good,Male
S92000003,2012,Percent,Percent Of Adults,75,Self-assessed general health: Very good/Good,Male
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,72.6,Self-assessed general health: Very good/Good,Male
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,75.6,Self-assessed general health: Very good/Good,Female
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,19.3,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,15.4,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,16.1,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,18.8,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,16.4,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,19.8,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2016,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,13.9,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,13,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,12.9,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,17.1,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2010,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,13.7,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,17.8,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2013,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,12.2,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,18.8,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,14.4,General health questionnaire (GHQ-12): Score 4+,Male
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,15.2,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,13.3,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2018,Percent,Percent Of Adults,19,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,17.1,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,14.2,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2018,Percent,Percent Of Adults,21,General health questionnaire (GHQ-12): Score 4+,Female
S92000003,2008,Percent,Percent Of Adults,15,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2017,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,15.9,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2015,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,All
S92000003,2019,Percent,Percent Of Adults,70,Self-assessed general health: Very good/Good,Female
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,72.2,Self-assessed general health: Very good/Good,Female
S92000003,2015,Percent,Percent Of Adults,74,Self-assessed general health: Very good/Good,Female
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,72,Self-assessed general health: Very good/Good,All
S92000003,2015,Percent,Percent Of Adults,74,Self-assessed general health: Very good/Good,Male
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,76.3,Self-assessed general health: Very good/Good,Male
S92000003,2014,Percent,Percent Of Adults,74,Self-assessed general health: Very good/Good,All
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,75.7,Self-assessed general health: Very good/Good,Female
S92000003,2018,95% Lower Confidence Limit,Percent Of Adults,69,Self-assessed general health: Very good/Good,Female
S92000003,2010,Percent,Percent Of Adults,76,Self-assessed general health: Very good/Good,Male
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,73,Self-assessed general health: Very good/Good,Female
S92000003,2018,Percent,Percent Of Adults,71,Self-assessed general health: Very good/Good,Female
S92000003,2010,Percent,Percent Of Adults,74,Self-assessed general health: Very good/Good,Female
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,68.4,Self-assessed general health: Very good/Good,Female
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,72.5,Self-assessed general health: Very good/Good,Female
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,78,Self-assessed general health: Very good/Good,Female
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,75.1,Self-assessed general health: Very good/Good,Female
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,72.8,Self-assessed general health: Very good/Good,Male
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,77.7,Self-assessed general health: Very good/Good,Male
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,75.7,Self-assessed general health: Very good/Good,All
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,75.1,Self-assessed general health: Very good/Good,Female
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,74.8,Self-assessed general health: Very good/Good,Female
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,76.4,Self-assessed general health: Very good/Good,Male
S92000003,2016,Percent,Percent Of Adults,73,Self-assessed general health: Very good/Good,Female
S92000003,2014,Percent,Percent Of Adults,74,Self-assessed general health: Very good/Good,Male
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,71.6,Self-assessed general health: Very good/Good,Male
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,70.4,Self-assessed general health: Very good/Good,Female
S92000003,2014,Percent,Percent Of Adults,74,Self-assessed general health: Very good/Good,Female
S92000003,2013,Percent,Percent Of Adults,75,Self-assessed general health: Very good/Good,Male
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,74.8,Self-assessed general health: Very good/Good,All
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,74.6,Self-assessed general health: Very good/Good,Male
S92000003,2019,Percent,Percent Of Adults,74,Self-assessed general health: Very good/Good,Male
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,78.6,Self-assessed general health: Very good/Good,Male
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,72.4,Self-assessed general health: Very good/Good,All
S92000003,2015,Percent,Percent Of Adults,74,Self-assessed general health: Very good/Good,All
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,75.8,Self-assessed general health: Very good/Good,All
S92000003,2016,Percent,Percent Of Adults,73,Self-assessed general health: Very good/Good,All
S92000003,2017,Percent,Percent Of Adults,73,Self-assessed general health: Very good/Good,All
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,74.4,Self-assessed general health: Very good/Good,All
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,71.3,Self-assessed general health: Very good/Good,All
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,71.3,Self-assessed general health: Very good/Good,Male
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,78.3,Self-assessed general health: Very good/Good,Male
S92000003,2011,Percent,Percent Of Adults,74,Self-assessed general health: Very good/Good,Female
S92000003,2012,Percent,Percent Of Adults,74,Self-assessed general health: Very good/Good,All
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,72.3,Self-assessed general health: Very good/Good,All
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,75.5,Self-assessed general health: Very good/Good,All
S92000003,2009,Percent,Percent Of Adults,77,Self-assessed general health: Very good/Good,All
